;;;;;;POTENCIA;;;;;;ENERGIA;;;;;
sistema;cia;producto;producto cia;tarifa;fee;P1;P2;P3;P4;P5;P6;P1.;P2.;P3.;P4.;P5.;P6.
CANARIAS;AEQ;FIJO;EQUILIBRIO;3.0TD;15;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,277079 €;0,256310 €;0,228352 €;0,210055 €;0,190701 €;0,188372 €
CANARIAS;AEQ;FIJO;SIMETRIA;3.0TD;15;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,277079 €;0,256310 €;0,228352 €;0,210055 €;0,190701 €;0,188372 €
CANARIAS;AEQ;FIJO;ARMONIA;3.0TD;20;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,282079 €;0,261310 €;0,233352 €;0,215055 €;0,195701 €;0,193372 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;3.0TD;20;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,282079 €;0,261310 €;0,233352 €;0,215055 €;0,195701 €;0,193372 €
CANARIAS;AEQ;FIJO;SIMETRIA;3.0TD;20;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,282079 €;0,261310 €;0,233352 €;0,215055 €;0,195701 €;0,193372 €
CANARIAS;AEQ;FIJO;ARMONIA;3.0TD;25;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,287079 €;0,266310 €;0,238352 €;0,220055 €;0,200701 €;0,198372 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;3.0TD;25;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,287079 €;0,266310 €;0,238352 €;0,220055 €;0,200701 €;0,198372 €
CANARIAS;AEQ;FIJO;SIMETRIA;3.0TD;25;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,287079 €;0,266310 €;0,238352 €;0,220055 €;0,200701 €;0,198372 €
CANARIAS;AEQ;FIJO;ARMONIA;3.0TD;30;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,292079 €;0,271310 €;0,243352 €;0,225055 €;0,205701 €;0,203372 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;3.0TD;30;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,292079 €;0,271310 €;0,243352 €;0,225055 €;0,205701 €;0,203372 €
CANARIAS;AEQ;FIJO;SIMETRIA;3.0TD;30;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,292079 €;0,271310 €;0,243352 €;0,225055 €;0,205701 €;0,203372 €
CANARIAS;AEQ;FIJO;ARMONIA;6.1TD;1,5;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,232176 €;0,208555 €;0,196337 €;0,181054 €;0,163816 €;0,157951 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.1TD;1,5;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,232176 €;0,208555 €;0,196337 €;0,181054 €;0,163816 €;0,157951 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.1TD;1,5;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,232176 €;0,208555 €;0,196337 €;0,181054 €;0,163816 €;0,157951 €
CANARIAS;AEQ;FIJO;ARMONIA;6.1TD;3;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,233676 €;0,210055 €;0,197837 €;0,182554 €;0,165316 €;0,159451 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.1TD;3;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,233676 €;0,210055 €;0,197837 €;0,182554 €;0,165316 €;0,159451 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.1TD;3;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,233676 €;0,210055 €;0,197837 €;0,182554 €;0,165316 €;0,159451 €
CANARIAS;AEQ;FIJO;ARMONIA;6.1TD;4;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,234676 €;0,211055 €;0,198837 €;0,183554 €;0,166316 €;0,160451 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.1TD;4;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,234676 €;0,211055 €;0,198837 €;0,183554 €;0,166316 €;0,160451 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.1TD;4;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,234676 €;0,211055 €;0,198837 €;0,183554 €;0,166316 €;0,160451 €
CANARIAS;AEQ;FIJO;ARMONIA;6.1TD;5;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,235676 €;0,212055 €;0,199837 €;0,184554 €;0,167316 €;0,161451 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.1TD;5;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,235676 €;0,212055 €;0,199837 €;0,184554 €;0,167316 €;0,161451 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.1TD;5;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,235676 €;0,212055 €;0,199837 €;0,184554 €;0,167316 €;0,161451 €
CANARIAS;AEQ;FIJO;ARMONIA;6.1TD;6;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,236676 €;0,213055 €;0,200837 €;0,185554 €;0,168316 €;0,162451 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.1TD;6;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,236676 €;0,213055 €;0,200837 €;0,185554 €;0,168316 €;0,162451 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.1TD;6;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,236676 €;0,213055 €;0,200837 €;0,185554 €;0,168316 €;0,162451 €
CANARIAS;AEQ;FIJO;ARMONIA;6.1TD;8;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,238676 €;0,215055 €;0,202837 €;0,187554 €;0,170316 €;0,164451 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.1TD;8;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,238676 €;0,215055 €;0,202837 €;0,187554 €;0,170316 €;0,164451 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.1TD;8;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,238676 €;0,215055 €;0,202837 €;0,187554 €;0,170316 €;0,164451 €
CANARIAS;AEQ;FIJO;ARMONIA;6.1TD;10;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,240676 €;0,217055 €;0,204837 €;0,189554 €;0,172316 €;0,166451 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.1TD;10;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,240676 €;0,217055 €;0,204837 €;0,189554 €;0,172316 €;0,166451 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.1TD;10;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,240676 €;0,217055 €;0,204837 €;0,189554 €;0,172316 €;0,166451 €
CANARIAS;AEQ;FIJO;ARMONIA;6.1TD;15;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,245676 €;0,222055 €;0,209837 €;0,194554 €;0,177316 €;0,171451 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.1TD;15;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,245676 €;0,222055 €;0,209837 €;0,194554 €;0,177316 €;0,171451 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.1TD;15;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,245676 €;0,222055 €;0,209837 €;0,194554 €;0,177316 €;0,171451 €
CANARIAS;AEQ;FIJO;ARMONIA;6.1TD;20;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,250676 €;0,227055 €;0,214837 €;0,199554 €;0,182316 €;0,176451 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.1TD;20;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,250676 €;0,227055 €;0,214837 €;0,199554 €;0,182316 €;0,176451 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.1TD;20;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,250676 €;0,227055 €;0,214837 €;0,199554 €;0,182316 €;0,176451 €
CANARIAS;AEQ;FIJO;ARMONIA;6.1TD;25;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,255676 €;0,232055 €;0,219837 €;0,204554 €;0,187316 €;0,181451 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.1TD;25;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,255676 €;0,232055 €;0,219837 €;0,204554 €;0,187316 €;0,181451 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.1TD;25;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,255676 €;0,232055 €;0,219837 €;0,204554 €;0,187316 €;0,181451 €
CANARIAS;AEQ;FIJO;ARMONIA;6.1TD;30;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,260676 €;0,237055 €;0,224837 €;0,209554 €;0,192316 €;0,186451 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.1TD;30;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,260676 €;0,237055 €;0,224837 €;0,209554 €;0,192316 €;0,186451 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.1TD;30;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,260676 €;0,237055 €;0,224837 €;0,209554 €;0,192316 €;0,186451 €
CANARIAS;AEQ;FIJO;ARMONIA;6.2TD;1,5;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,209897 €;0,187900 €;0,191739 €;0,174815 €;0,161056 €;0,156441 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.2TD;1,5;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,209897 €;0,187900 €;0,191739 €;0,174815 €;0,161056 €;0,156441 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.2TD;1,5;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,209897 €;0,187900 €;0,191739 €;0,174815 €;0,161056 €;0,156441 €
CANARIAS;AEQ;FIJO;ARMONIA;6.2TD;3;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,211397 €;0,189400 €;0,193239 €;0,176315 €;0,162556 €;0,157941 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.2TD;3;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,211397 €;0,189400 €;0,193239 €;0,176315 €;0,162556 €;0,157941 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.2TD;3;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,211397 €;0,189400 €;0,193239 €;0,176315 €;0,162556 €;0,157941 €
CANARIAS;AEQ;FIJO;ARMONIA;6.2TD;4;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,212397 €;0,190400 €;0,194239 €;0,177315 €;0,163556 €;0,158941 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.2TD;4;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,212397 €;0,190400 €;0,194239 €;0,177315 €;0,163556 €;0,158941 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.2TD;4;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,212397 €;0,190400 €;0,194239 €;0,177315 €;0,163556 €;0,158941 €
CANARIAS;AEQ;FIJO;ARMONIA;6.2TD;5;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,213397 €;0,191400 €;0,195239 €;0,178315 €;0,164556 €;0,159941 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.2TD;5;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,213397 €;0,191400 €;0,195239 €;0,178315 €;0,164556 €;0,159941 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.2TD;5;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,213397 €;0,191400 €;0,195239 €;0,178315 €;0,164556 €;0,159941 €
CANARIAS;AEQ;FIJO;ARMONIA;6.2TD;6;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,214397 €;0,192400 €;0,196239 €;0,179315 €;0,165556 €;0,160941 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.2TD;6;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,214397 €;0,192400 €;0,196239 €;0,179315 €;0,165556 €;0,160941 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.2TD;6;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,214397 €;0,192400 €;0,196239 €;0,179315 €;0,165556 €;0,160941 €
CANARIAS;AEQ;FIJO;ARMONIA;6.2TD;8;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,216397 €;0,194400 €;0,198239 €;0,181315 €;0,167556 €;0,162941 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.2TD;8;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,216397 €;0,194400 €;0,198239 €;0,181315 €;0,167556 €;0,162941 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.2TD;8;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,216397 €;0,194400 €;0,198239 €;0,181315 €;0,167556 €;0,162941 €
CANARIAS;AEQ;FIJO;ARMONIA;6.2TD;10;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,218397 €;0,196400 €;0,200239 €;0,183315 €;0,169556 €;0,164941 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.2TD;10;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,218397 €;0,196400 €;0,200239 €;0,183315 €;0,169556 €;0,164941 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.2TD;10;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,218397 €;0,196400 €;0,200239 €;0,183315 €;0,169556 €;0,164941 €
CANARIAS;AEQ;FIJO;ARMONIA;6.2TD;15;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,223397 €;0,201400 €;0,205239 €;0,188315 €;0,174556 €;0,169941 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.2TD;15;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,223397 €;0,201400 €;0,205239 €;0,188315 €;0,174556 €;0,169941 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.2TD;15;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,223397 €;0,201400 €;0,205239 €;0,188315 €;0,174556 €;0,169941 €
CANARIAS;AEQ;FIJO;ARMONIA;6.2TD;20;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,228397 €;0,206400 €;0,210239 €;0,193315 €;0,179556 €;0,174941 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.2TD;20;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,228397 €;0,206400 €;0,210239 €;0,193315 €;0,179556 €;0,174941 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.2TD;20;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,228397 €;0,206400 €;0,210239 €;0,193315 €;0,179556 €;0,174941 €
CANARIAS;AEQ;FIJO;ARMONIA;6.2TD;25;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,233397 €;0,211400 €;0,215239 €;0,198315 €;0,184556 €;0,179941 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.2TD;25;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,233397 €;0,211400 €;0,215239 €;0,198315 €;0,184556 €;0,179941 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.2TD;25;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,233397 €;0,211400 €;0,215239 €;0,198315 €;0,184556 €;0,179941 €
CANARIAS;AEQ;FIJO;ARMONIA;6.2TD;30;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,238397 €;0,216400 €;0,220239 €;0,203315 €;0,189556 €;0,184941 €
CANARIAS;AEQ;FIJO;EQUILIBRIO;6.2TD;30;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,238397 €;0,216400 €;0,220239 €;0,203315 €;0,189556 €;0,184941 €
CANARIAS;AEQ;FIJO;SIMETRIA;6.2TD;30;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,238397 €;0,216400 €;0,220239 €;0,203315 €;0,189556 €;0,184941 €
CANARIAS;ELEIA;FIJO;BALANCE OF ENERGY 0;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,217000 €;0,217000 €;0,217000 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;BALANCE OF ENERGY 1;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,201000 €;0,201000 €;0,201000 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;BALANCE OF ENERGY 2;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,181000 €;0,181000 €;0,181000 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;BALANCE OF ENERGY 3;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,161000 €;0,161000 €;0,161000 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;SIMPLEX;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,244936 €;0,193112 €;0,151333 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;SIMPLEX;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,222843 €;0,205142 €;0,179660 €;0,173953 €;0,162834 €;0,150528 €
CANARIAS;ELEIA;FIJO;SIMPLEX;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,193471 €;0,178771 €;0,160763 €;0,158135 €;0,146395 €;0,135976 €
CANARIAS;ELEIA;FIJO;TU DECIDES 0;2.0TD;-;0,110639 €;0,044775 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,262936 €;0,211112 €;0,169333 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;TU DECIDES 0;3.0TD;-;0,054746 €;0,049038 €;0,027403 €;0,026449 €;0,023925 €;0,021921 €;0,234843 €;0,217142 €;0,191660 €;0,185953 €;0,174834 €;0,162528 €
CANARIAS;ELEIA;FIJO;TU DECIDES 0;6.1TD;-;0,075247 €;0,066688 €;0,040624 €;0,035783 €;0,017558 €;0,015477 €;0,209471 €;0,194771 €;0,176763 €;0,174135 €;0,162395 €;0,151976 €
CANARIAS;ELEIA;FIJO;TU DECIDES 1;2.0TD;-;0,105433 €;0,039569 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,259036 €;0,207212 €;0,165433 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;TU DECIDES 1;3.0TD;-;0,050774 €;0,045066 €;0,023431 €;0,022477 €;0,019953 €;0,017949 €;0,232243 €;0,214542 €;0,189060 €;0,183353 €;0,172234 €;0,159928 €
CANARIAS;ELEIA;FIJO;TU DECIDES 1;6.1TD;-;0,071137 €;0,062578 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,206471 €;0,191771 €;0,173763 €;0,171135 €;0,159395 €;0,148976 €
CANARIAS;ELEIA;FIJO;TU DECIDES 2;2.0TD;-;0,096940 €;0,031076 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253936 €;0,202112 €;0,160333 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;TU DECIDES 2;3.0TD;-;0,044541 €;0,038833 €;0,017198 €;0,016244 €;0,013720 €;0,011716 €;0,230843 €;0,213142 €;0,187660 €;0,181953 €;0,170834 €;0,158528 €
CANARIAS;ELEIA;FIJO;TU DECIDES 2;6.1TD;-;0,068397 €;0,059838 €;0,033774 €;0,028933 €;0,010708 €;0,008627 €;0,204471 €;0,189771 €;0,171763 €;0,169135 €;0,157395 €;0,146976 €
CANARIAS;ELEIA;FIJO;TU DECIDES 3;2.0TD;-;0,083242 €;0,017378 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,249936 €;0,198112 €;0,156333 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;TU DECIDES 3;3.0TD;-;0,043103 €;0,037395 €;0,015760 €;0,014806 €;0,012282 €;0,010278 €;0,226843 €;0,209142 €;0,183660 €;0,177953 €;0,166834 €;0,154528 €
CANARIAS;ELEIA;FIJO;TU DECIDES 3;6.1TD;-;0,065658 €;0,057099 €;0,031035 €;0,026194 €;0,007969 €;0,005888 €;0,200471 €;0,185771 €;0,167763 €;0,165135 €;0,153395 €;0,142976 €
CANARIAS;ELEIA;FIJO;TU ELIGES 0;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,262936 €;0,211112 €;0,169333 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;TU ELIGES 0;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,234843 €;0,217142 €;0,191660 €;0,185953 €;0,174834 €;0,162528 €
CANARIAS;ELEIA;FIJO;TU ELIGES 0;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,209471 €;0,194771 €;0,176763 €;0,174135 €;0,162395 €;0,151976 €
CANARIAS;ELEIA;FIJO;TU ELIGES 1;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,259036 €;0,207212 €;0,165433 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;TU ELIGES 1;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,232243 €;0,214542 €;0,189060 €;0,183353 €;0,172234 €;0,159928 €
CANARIAS;ELEIA;FIJO;TU ELIGES 1;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,206471 €;0,191771 €;0,173763 €;0,171135 €;0,159395 €;0,148976 €
CANARIAS;ELEIA;FIJO;TU ELIGES 2;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253936 €;0,202112 €;0,160333 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;TU ELIGES 2;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,230843 €;0,213142 €;0,187660 €;0,181953 €;0,170834 €;0,158528 €
CANARIAS;ELEIA;FIJO;TU ELIGES 2;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,204471 €;0,189771 €;0,171763 €;0,169135 €;0,157395 €;0,146976 €
CANARIAS;ELEIA;FIJO;TU ELIGES 3;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,249936 €;0,198112 €;0,156333 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;TU ELIGES 3;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,226843 €;0,209142 €;0,183660 €;0,177953 €;0,166834 €;0,154528 €
CANARIAS;ELEIA;FIJO;TU ELIGES 3;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,200471 €;0,185771 €;0,167763 €;0,165135 €;0,153395 €;0,142976 €
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 0;2.0TD;-;0,093600 €;0,025050 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,330990 €;0,279166 €;0,237389 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 0;3.0TD;-;0,049151 €;0,040075 €;0,023625 €;0,021199 €;0,016596 €;0,014467 €;0,288397 €;0,270697 €;0,245214 €;0,239507 €;0,228388 €;0,216084 €
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 0;6.1TD;-;0,069636 €;0,064029 €;0,039666 €;0,033028 €;0,013677 €;0,011466 €;0,248720 €;0,234020 €;0,216012 €;0,213384 €;0,201644 €;0,191226 €
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 1;2.0TD;-;0,088120 €;0,019570 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,310990 €;0,259166 €;0,217389 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 1;3.0TD;-;0,046411 €;0,037335 €;0,020885 €;0,018459 €;0,013856 €;0,011727 €;0,278397 €;0,260697 €;0,235214 €;0,229507 €;0,218388 €;0,206084 €
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 1;6.1TD;-;0,066896 €;0,061289 €;0,036926 €;0,030288 €;0,010937 €;0,008726 €;0,233720 €;0,219020 €;0,201012 €;0,198384 €;0,186644 €;0,176226 €
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 2;2.0TD;-;0,082641 €;0,014091 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,300990 €;0,249166 €;0,207389 €;0,000000 €;0,000000 €;0,000000 €
