;;;;;;POTENCIA;;;;;;ENERGIA;;;;;
sistema;cia;producto;producto cia;tarifa;fee;P1;P2;P3;P4;P5;P6;P1.;P2.;P3.;P4.;P5.;P6.
PENINSULA;ELEIA;FIJO;BALANCE OF ENERGY 3;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,161000 €;0,161000 €;0,161000 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;SIMPLEX;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,244936 €;0,193112 €;0,151333 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;SIMPLEX;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,222843 €;0,205142 €;0,179660 €;0,173953 €;0,162834 €;0,150528 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.1TD;3;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,221278 €;0,199654 €;0,189435 €;0,172802 €;0,155039 €;0,152597 €
PENINSULA;ELEIA;FIJO;TU DECIDES 0;2.0TD;-;0,110639 €;0,044775 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,262936 €;0,211112 €;0,169333 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU DECIDES 0;3.0TD;-;0,054746 €;0,049038 €;0,027403 €;0,026449 €;0,023925 €;0,021921 €;0,234843 €;0,217142 €;0,191660 €;0,185953 €;0,174834 €;0,162528 €
PENINSULA;AEQ;FIJO;ARMONIA;6.1TD;4;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,222279 €;0,200654 €;0,190435 €;0,173802 €;0,156039 €;0,153597 €
PENINSULA;ELEIA;FIJO;TU DECIDES 1;2.0TD;-;0,105433 €;0,039569 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,259036 €;0,207212 €;0,165433 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU DECIDES 1;3.0TD;-;0,050774 €;0,045066 €;0,023431 €;0,022477 €;0,019953 €;0,017949 €;0,232243 €;0,214542 €;0,189060 €;0,183353 €;0,172234 €;0,159928 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.1TD;4;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,222279 €;0,200654 €;0,190435 €;0,173802 €;0,156039 €;0,153597 €
PENINSULA;ELEIA;FIJO;TU DECIDES 2;2.0TD;-;0,096940 €;0,031076 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253936 €;0,202112 €;0,160333 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU DECIDES 2;3.0TD;-;0,044541 €;0,038833 €;0,017198 €;0,016244 €;0,013720 €;0,011716 €;0,230843 €;0,213142 €;0,187660 €;0,181953 €;0,170834 €;0,158528 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.1TD;4;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,222279 €;0,200654 €;0,190435 €;0,173802 €;0,156039 €;0,153597 €
PENINSULA;ELEIA;FIJO;TU DECIDES 3;2.0TD;-;0,083242 €;0,017378 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,249936 €;0,198112 €;0,156333 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU DECIDES 3;3.0TD;-;0,043103 €;0,037395 €;0,015760 €;0,014806 €;0,012282 €;0,010278 €;0,226843 €;0,209142 €;0,183660 €;0,177953 €;0,166834 €;0,154528 €
PENINSULA;ADI;FIJO;ECO ADI;6.1TD;-;0,071138 €;0,062579 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,223107 €;0,205496 €;0,185999 €;0,169934 €;0,167387 €;0,166234 €
PENINSULA;ELEIA;FIJO;TU ELIGES 0;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,262936 €;0,211112 €;0,169333 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU ELIGES 0;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,234843 €;0,217142 €;0,191660 €;0,185953 €;0,174834 €;0,162528 €
PENINSULA;ADI;FIJO;ECO ADI;6.1TD;-;0,071138 €;0,062579 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,223107 €;0,205496 €;0,185999 €;0,169934 €;0,167387 €;0,166234 €
PENINSULA;ELEIA;FIJO;TU ELIGES 1;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,259036 €;0,207212 €;0,165433 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU ELIGES 1;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,232243 €;0,214542 €;0,189060 €;0,183353 €;0,172234 €;0,159928 €
PENINSULA;AEQ;FIJO;ARMONIA;6.1TD;5;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,223279 €;0,201654 €;0,191435 €;0,174802 €;0,157039 €;0,154597 €
PENINSULA;ELEIA;FIJO;TU ELIGES 2;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253936 €;0,202112 €;0,160333 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU ELIGES 2;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,230843 €;0,213142 €;0,187660 €;0,181953 €;0,170834 €;0,158528 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.1TD;5;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,223279 €;0,201654 €;0,191435 €;0,174802 €;0,157039 €;0,154597 €
PENINSULA;ELEIA;FIJO;TU ELIGES 3;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,249936 €;0,198112 €;0,156333 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU ELIGES 3;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,226843 €;0,209142 €;0,183660 €;0,177953 €;0,166834 €;0,154528 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.1TD;5;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,223279 €;0,201654 €;0,191435 €;0,174802 €;0,157039 €;0,154597 €
PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 0;2.0TD;-;0,093600 €;0,025050 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,330990 €;0,279166 €;0,237389 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 0;3.0TD;-;0,049151 €;0,040075 €;0,023625 €;0,021199 €;0,016596 €;0,014467 €;0,288397 €;0,270697 €;0,245214 €;0,239507 €;0,228388 €;0,216084 €
PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 3;6.1TD;-;0,062787 €;0,057180 €;0,032817 €;0,026179 €;0,006828 €;0,004617 €;0,223720 €;0,209020 €;0,191012 €;0,188384 €;0,176644 €;0,166226 €
PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 1;2.0TD;-;0,088120 €;0,019570 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,310990 €;0,259166 €;0,217389 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 1;3.0TD;-;0,046411 €;0,037335 €;0,020885 €;0,018459 €;0,013856 €;0,011727 €;0,278397 €;0,260697 €;0,235214 €;0,229507 €;0,218388 €;0,206084 €
PENINSULA;AEQ;FIJO;ARMONIA;6.1TD;6;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,224279 €;0,202654 €;0,192435 €;0,175802 €;0,158039 €;0,155597 €
PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 2;2.0TD;-;0,082641 €;0,014091 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,300990 €;0,249166 €;0,207389 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 2;3.0TD;-;0,043672 €;0,034596 €;0,018146 €;0,015720 €;0,011117 €;0,008988 €;0,263397 €;0,245697 €;0,220214 €;0,214507 €;0,203388 €;0,191084 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.1TD;6;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,224279 €;0,202654 €;0,192435 €;0,175802 €;0,158039 €;0,155597 €
PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 3;2.0TD;-;0,077161 €;0,008611 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,290990 €;0,239166 €;0,197389 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 3;3.0TD;-;0,042302 €;0,033226 €;0,016776 €;0,014350 €;0,009747 €;0,007618 €;0,258397 €;0,240697 €;0,215214 €;0,209507 €;0,198388 €;0,186084 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.1TD;6;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,224279 €;0,202654 €;0,192435 €;0,175802 €;0,158039 €;0,155597 €
PENINSULA;ENDESA;FIJO;TEMPO LIBRE;2.0TD;-;0,101064 €;0,034285 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,130627 €;0,130627 €;0,130627 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ENDESA;FIJO;TEMPO HAPPY;2.0TD;-;0,101064 €;0,034285 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,310000 €;0,310000 €;0,310000 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ENDESA;FIJO;TEMPO OPEN;2.0TD;-;0,098286 €;0,031508 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,215000 €;0,215000 €;0,215000 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ENDESA;FIJO;TEMPO OPEN 15≤30kW;3.0TD;-;0,039951 €;0,034164 €;0,012228 €;0,011261 €;0,008702 €;0,006670 €;0,239774 €;0,239774 €;0,239774 €;0,239774 €;0,239774 €;0,239774 €
PENINSULA;ENDESA;FIJO;TEMPO OPEN 30≤50kW;3.0TD;-;0,039951 €;0,034164 €;0,012228 €;0,011261 €;0,008702 €;0,006670 €;0,235474 €;0,235474 €;0,235474 €;0,235474 €;0,235474 €;0,235474 €
PENINSULA;ENELUZ;FIJO;EXCELLENT+ 1P;2.0TD;-;0,092470 €;0,030081 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,229062 €;0,229062 €;0,229062 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ENELUZ;FIJO;EXCELLENT+ 3P;2.0TD;-;0,092470 €;0,030081 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,273293 €;0,244579 €;0,184820 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ENELUZ;FIJO;EXCELLENT+;3.0TD;-;0,030128 €;0,025968 €;0,016106 €;0,013642 €;0,008966 €;0,008777 €;0,303257 €;0,292960 €;0,227243 €;0,213572 €;0,212638 €;0,200368 €
PENINSULA;EVOLVE;FIJO;GOLD;2.0TD;-;0,102419 €;0,036555 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,225338 €;0,225338 €;0,225338 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;EVOLVE;FIJO;GOLD;3.0TD;-;0,043788 €;0,038080 €;0,016444 €;0,015490 €;0,012966 €;0,010962 €;0,199697 €;0,199697 €;0,199697 €;0,199697 €;0,199697 €;0,199697 €
PENINSULA;EVOLVE;FIJO;SILVER;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,238833 €;0,238833 €;0,238833 €;0,238833 €;0,238833 €;0,238833 €
PENINSULA;FACTOR;FIJO;DOMESTICO_EXTRA1P;2.0TD;-;0,086653 €;0,021305 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,205022 €;0,205022 €;0,205022 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;DOMESTICO_EXTRA3P;2.0TD;-;0,086653 €;0,021305 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253951 €;0,194818 €;0,179385 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;DOMESTICO_MINI;2.0TD;-;0,071260 €;0,071260 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,175987 €;0,175987 €;0,175987 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;DOMESTICO_Precio WEB3P;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,257341 €;0,218834 €;0,170545 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;DOMESTICO_PRIME;2.0TD;-;0,089448 €;0,024357 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,233522 €;0,233522 €;0,233522 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_AHORRO;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,272892 €;0,206995 €;0,163707 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_AHORRO1P;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,209242 €;0,209242 €;0,209242 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRA;2.0TD;-;0,089025 €;0,026972 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,208419 €;0,199585 €;0,189555 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRA1P;2.0TD;-;0,089025 €;0,026972 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,198998 €;0,198998 €;0,198998 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRAPLUS;2.0TD;-;0,095912 €;0,027275 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,246299 €;0,227959 €;0,212855 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRAPLUS1P;2.0TD;-;0,095912 €;0,027275 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,227301 €;0,227301 €;0,227301 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRATOP;2.0TD;-;0,097244 €;0,035192 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,212419 €;0,203585 €;0,193555 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRATOP1P;2.0TD;-;0,097244 €;0,035192 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,202998 €;0,202998 €;0,202998 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_MINI1P;2.0TD;-;0,071260 €;0,071260 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,175987 €;0,175987 €;0,175987 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_PROFESIONAL;2.0TD;-;0,085410 €;0,023135 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,258942 €;0,194555 €;0,156695 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_PROFESIONAL1P;2.0TD;-;0,085410 €;0,023135 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,198614 €;0,198614 €;0,198614 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;FACTOR;FIJO;NEGOCIO_AHORRO;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,248178 €;0,224134 €;0,188165 €;0,179308 €;0,166278 €;0,158914 €
PENINSULA;FACTOR;FIJO;NEGOCIO_AHORRO1P;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,188497 €;0,188497 €;0,188497 €;0,188497 €;0,188497 €;0,188497 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRA;3.0TD;-;0,048626 €;0,040796 €;0,021134 €;0,020544 €;0,017179 €;0,017069 €;0,196120 €;0,187402 €;0,186090 €;0,178419 €;0,177899 €;0,176492 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRA1P;3.0TD;-;0,048626 €;0,040796 €;0,021134 €;0,020544 €;0,017179 €;0,017069 €;0,179998 €;0,179998 €;0,179998 €;0,179998 €;0,179998 €;0,179998 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRAPLUS;3.0TD;-;0,051055 €;0,043696 €;0,023138 €;0,021415 €;0,018671 €;0,017715 €;0,208620 €;0,199902 €;0,198590 €;0,197919 €;0,197399 €;0,193992 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRAPLUS1P;3.0TD;-;0,051055 €;0,043696 €;0,023138 €;0,021415 €;0,018671 €;0,017715 €;0,198318 €;0,198318 €;0,198318 €;0,198318 €;0,198318 €;0,198318 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRATOP;3.0TD;-;0,049996 €;0,042166 €;0,022504 €;0,021914 €;0,018549 €;0,018438 €;0,200120 €;0,191402 €;0,190090 €;0,182419 €;0,181899 €;0,180492 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRATOP1P;3.0TD;-;0,049996 €;0,042166 €;0,022504 €;0,021914 €;0,018549 €;0,018438 €;0,186498 €;0,186498 €;0,186498 €;0,186498 €;0,186498 €;0,186498 €
PENINSULA;FACTOR;FIJO;NEGOCIO_PROFESIONAL;3.0TD;-;0,046133 €;0,037508 €;0,018668 €;0,017531 €;0,013891 €;0,013781 €;0,240867 €;0,217312 €;0,181951 €;0,173123 €;0,160355 €;0,153347 €
PENINSULA;FACTOR;FIJO;NEGOCIO_PROFESIONAL1P;3.0TD;-;0,046133 €;0,037508 €;0,018668 €;0,017531 €;0,013891 €;0,013781 €;0,182300 €;0,182300 €;0,182300 €;0,182300 €;0,182300 €;0,182300 €
PENINSULA;AEQ;FIJO;ARMONIA;6.1TD;8;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,226279 €;0,304654 €;0,194435 €;0,177802 €;0,160039 €;0,157597 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.1TD;8;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,226279 €;0,304654 €;0,194435 €;0,177802 €;0,160039 €;0,157597 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.1TD;8;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,226279 €;0,304654 €;0,194435 €;0,177802 €;0,160039 €;0,157597 €
PENINSULA;AEQ;FIJO;ARMONIA;6.1TD;10;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,228279 €;0,206654 €;0,196435 €;0,179802 €;0,162039 €;0,159597 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.1TD;10;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,228279 €;0,206654 €;0,196435 €;0,179802 €;0,162039 €;0,159597 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.1TD;10;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,228279 €;0,206654 €;0,196435 €;0,179802 €;0,162039 €;0,159597 €
PENINSULA;ELEIA;FIJO;TU MEDIOAMBIENTE 2;6.1TD;-;0,064157 €;0,058550 €;0,034187 €;0,027549 €;0,008198 €;0,005987 €;0,228720 €;0,214020 €;0,196012 €;0,193384 €;0,181644 €;0,171226 €
PENINSULA;AEQ;FIJO;ARMONIA;6.1TD;15;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,233279 €;0,211654 €;0,201435 €;0,184802 €;0,167039 €;0,164597 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.1TD;15;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,233279 €;0,211654 €;0,201435 €;0,184802 €;0,167039 €;0,164597 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.1TD;15;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,233279 €;0,211654 €;0,201435 €;0,184802 €;0,167039 €;0,164597 €
PENINSULA;GANA;FIJO;TARIFA 24 HORAS;2.0TD;-;0,123000 €;0,050000 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,119000 €;0,119000 €;0,119000 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;GANA;FIJO;TARIFA TRAMOS HORARIOS;2.0TD;-;0,123000 €;0,050000 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,156000 €;0,109000 €;0,085000 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;2.0<10kW PLAN ESTABLE;2.0TD;-;0,094534 €;0,017473 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,155916 €;0,155916 €;0,155916 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;2.0<10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-;0,094534 €;0,017473 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,208042 €;0,208042 €;0,208042 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;2.0<10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-;0,094534 €;0,017473 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,225009 €;0,187932 €;0,163137 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;2.0>10kW Plan Estable;2.0TD;-;0,088983 €;0,014502 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,157616 €;0,157616 €;0,157616 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;2.0>10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,185382 €;0,185382 €;0,185382 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;2.0>10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,225009 €;0,187932 €;0,163137 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;2.0>10kW Plan Exclusivo 26/30%TE 1p;2.0TD;-;0,062030 €;0,008326 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,290986 €;0,290986 €;0,290986 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;2.0>10kW Plan Exclusivo 26/30%TE 3p;2.0TD;-;0,083824 €;0,011252 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,351283 €;0,284357 €;0,263988 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;PEH/API 2.0<10kW PLAN ESTABLE;2.0TD;-;0,088983 €;0,014502 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,146745 €;0,146745 €;0,146745 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;PEH/API 2.0<10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,174478 €;0,174478 €;0,174478 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;PEH/API 2.0<10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,225009 €;0,187932 €;0,163137 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;PEH/API 2.0>10kW Plan Estable;2.0TD;-;0,088983 €;0,014502 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,148345 €;0,148345 €;0,148345 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;PEH/API 2.0>10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,172246 €;0,172246 €;0,172246 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;PEH/API 2.0>10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,225009 €;0,187932 €;0,163137 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;IBERDROLA;FIJO;3.0 Plan Estable;3.0TD;-;0,043205 €;0,031846 €;0,014683 €;0,012162 €;0,010190 €;0,008242 €;0,184000 €;0,184000 €;0,184000 €;0,184000 €;0,184000 €;0,184000 €
PENINSULA;IBERDROLA;FIJO;3.0 Plan Exclusivo 15%TE;3.0TD;-;0,052805 €;0,038804 €;0,018841 €;0,015943 €;0,015083 €;0,013140 €;0,328058 €;0,319635 €;0,302746 €;0,295270 €;0,288293 €;0,286368 €
PENINSULA;IBERDROLA;FIJO;3.0 Plan Exclusivo 26/30%TE;3.0TD;-;0,052805 €;0,038804 €;0,018841 €;0,015943 €;0,015083 €;0,013140 €;0,383045 €;0,374891 €;0,358543 €;0,351149 €;0,344732 €;0,336255 €
PENINSULA;IBERDROLA;FIJO;PEH/API 3.0 Plan Estable;3.0TD;-;0,043205 €;0,031846 €;0,014683 €;0,012162 €;0,010190 €;0,008242 €;0,173600 €;0,173600 €;0,173600 €;0,173600 €;0,173600 €;0,173600 €
PENINSULA;NATURGY;FIJO;RESIDENCIAL POR USO LUZ LOYAL;2.0TD;-;0,097370 €;0,031506 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,125500 €;0,125500 €;0,125500 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;NATURGY;FIJO;RESIDENCIAL NOCHE LUZ;2.0TD;-;0,094086 €;0,028222 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,192200 €;0,137300 €;0,090000 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;NATURGY;FIJO;RESIDENCIAL POR USO LUZ;2.0TD;-;0,094086 €;0,028222 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,129900 €;0,129900 €;0,129900 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;NATURGY;FIJO;PLAN FIJO LUZ 3.0;3.0TD;-;0,040409 €;0,034701 €;0,013065 €;0,012111 €;0,009587 €;0,007583 €;0,224400 €;0,212100 €;0,189500 €;0,175400 €;0,166500 €;0,153000 €
